x y0 y1 
490 0.08535601177614416 0.08338462082321518 
491 0.056235856396027725 0.05699083958585535 
492 0.04342834289970243 0.037987533002147404 
493 0.05776642899835619 0.05530114688801822 
494 0.06078108274644635 0.0615054812203048 
495 0.0281603062176544 0.027912744781766613 
496 0.02770022096831844 0.026888952992700988 
497 0.024560746034641943 0.026612934154762978 
498 0.02485669638826168 0.02626679140859224 
499 0.023645390122905393 0.02432348796025161 
500 0.026403626603646174 0.026228168828895535 
501 0.02667791702621769 0.028046049915340703 
502 0.02689192381337802 0.02757252742079142 
503 0.026946329969573544 0.027250297360914843 
504 0.0266367705167349 0.02683134225193026 
505 0.02736888486849673 0.028171777371987835 
506 0.02681045963284449 0.027140006119532146 
507 0.026739203482029857 0.026938519684544984 
508 0.02689330926959293 0.02624161690618857 
509 0.028103543080950144 0.02858264787440437 
510 0.026856233936365395 0.02662448845826592 
511 0.027582238563962497 0.027436285706204107 
512 0.027125164553303747 0.026642512614089096 
513 0.078658924211971 0.0793924619575174 
514 0.09625222544584626 0.09813979153521431 
515 0.1079398385881769 0.11019485145995418 
516 0.09967891417072003 0.10237999711752249 
517 0.2552554484059892 0.25785794398304396 
518 0.08755320438887165 0.08928056774080557 
519 0.06692970373300106 0.06851661600443881 
520 0.04729217281913236 0.048421284957223164 
521 0.039825684580227456 0.040288698077684426 
522 0.03946221118030249 0.04006099779516316 
523 0.039298784729518026 0.04021906779415883 
524 0.038250545869798355 0.03958046123731543 
525 0.0322369663428893 0.031039826236236207 
526 0.17659629957717807 0.16793767747395666 
527 0.0908626125206885 0.08664354342675155 
528 0.03238182323150947 0.0314466290823543 
529 0.028730069466571626 0.027053946595250393 
530 0.030441181113223043 0.029687309815918456 
531 0.02936985954743356 0.02922435142994579 
532 0.03065281906065105 0.03192641672145598 
533 0.02728849812074811 0.0269241262520638 
534 0.027970449395416083 0.027903817466700273 
535 0.02778866349528628 0.02785564972164711 
536 0.027784951281364444 0.028078245985746708 
537 0.027444521565460286 0.027325362186293736 
538 0.02751621764511113 0.02758945132663266 
539 0.027649273072631996 0.027788990686445008 
540 0.02801218007366108 0.028281755641612758 
541 0.02714460532723965 0.0265348308825059 
542 0.027885503584732203 0.027299735950683076 
543 0.027422677833170997 0.02708822967579902 
544 0.027012347923111173 0.026869148453081505 
545 0.02592938309804703 0.028569230086002453 
546 0.025877199945229308 0.02717131677103409 
547 0.02541728452800667 0.026301902148625947 
548 0.026728729852908098 0.026596012472493494 
549 0.02711322575596492 0.028752115119046913 
550 0.026535028425345754 0.02708802615595718 
551 0.026857632027926258 0.02708482786081057 
552 0.02614028233953098 0.026118837189329686 
553 0.029061347802002552 0.030418790213473393 
554 0.02704892593336389 0.026230429739603964 
555 0.0275777027830147 0.0272158064085033 
556 0.027131175469241552 0.027548172249332648 
557 0.026860324544165672 0.026460393999644293 
558 0.02759314762697366 0.027594274798259155 
559 0.02758813719924241 0.027637555890535497 
560 0.028125526507255177 0.028452756043943025 
561 0.027321149022413595 0.027302087390224505 
562 0.027437600568812205 0.027599862320208623 
563 0.027594509132854994 0.027714292442640627 
564 0.027663593114362686 0.027915535662098475 
565 0.02693346564023694 0.026486722426963743 
