x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30 y31 y32 y33 y34 y35 y36 y37 y38 y39 y40 y41 y42 y43 y44 y45 y46 y47 y48 y49 y50 y51 y52 y53 y54 y55 y56 y57 y58 y59 y60 y61 y62 y63 y64 y65 y66 y67 y68 y69 y70 y71 y72 y73 y74 y75 y76 y77 y78 y79 y80 y81 y82 y83 y84 y85 y86 y87 y88 y89 y90 y91 y92 y93 y94 y95 y96 y97 y98 y99 y100 y101 y102 y103 y104 y105 y106 y107 y108 y109 y110 y111 y112 y113 y114 y115 y116 y117 y118 y119 y120 y121 y122 y123 y124 y125 y126 y127 
490 0.04342173648935237 0 0 0 0 0.012782233459742633 0 0 0 0 0.022907855675648164 0 0 0 0 0.02287041914067208 0 0 0 0 0.01691934002278826 0 0 0 0 0 0.007543580023704757 0 0 0 0 0.01432484995509708 0 0 0 0 0.01813488949108368 0 0 0 0 0.013767123796451767 0 0 0 0 0.022004166109580756 0 0 0 0 0.011923100734076203 0 0 0 0 0.0247256748209357 0 0 0 0 0.016812440025144555 0 0 0 0 0 0.01616159993649724 0 0 0 0 0.012520846071357866 0 0 0 0 0.01434256194487811 0 0 0 0 0.015288229596249432 0 0 0 0 0.01905195978186886 0 0 0 0 0.023249336280480655 0 0 0 0 0.014384773741882245 0 0 0 0 0.016972628843667115 0 0 0 0 0 0.01305281193704792 0 0 0 0 0.016369759509474776 0 0 0 0 0.024931684095714102 0 0 0 0 0.017879557996368804 0 0 0 0 
491 0.032653825297360016 0 0 0 0 0.011230942831803014 0 0 0 0 0.020982995458081903 0 0 0 0 0.023204948730525633 0 0 0 0 0.011839174120059682 0 0 0 0 0 0.007998608004765229 0 0 0 0 0.013972519561990719 0 0 0 0 0.016009756863156175 0 0 0 0 0.011487394634223099 0 0 0 0 0.02022619000688299 0 0 0 0 0.009023263694961382 0 0 0 0 0.023845518317577974 0 0 0 0 0.018842864345579458 0 0 0 0 0 0.014277263209217662 0 0 0 0 0.010398315348798275 0 0 0 0 0.014827633887615667 0 0 0 0 0.01450035174253942 0 0 0 0 0.016430118489948693 0 0 0 0 0.02060948678652615 0 0 0 0 0.013471541331326093 0 0 0 0 0.013592622478515573 0 0 0 0 0 0.01134099726276674 0 0 0 0 0.013734421086011894 0 0 0 0 0.02198059067505353 0 0 0 0 0.01444270489065004 0 0 0 0 
492 0.030627162736675147 0 0 0 0 0.012599413147422755 0 0 0 0 0.018447147211138843 0 0 0 0 0.0204683578143287 0 0 0 0 0.01409302953343151 0 0 0 0 0 0.008641460323518877 0 0 0 0 0.013400594850688142 0 0 0 0 0.016430969920383925 0 0 0 0 0.013149453700398122 0 0 0 0 0.02004527280222763 0 0 0 0 0.009649735307383424 0 0 0 0 0.021291387337071276 0 0 0 0 0.015419011316648527 0 0 0 0 0 0.014593365375578973 0 0 0 0 0.011280518231580853 0 0 0 0 0.01098994217011935 0 0 0 0 0.013139259786104456 0 0 0 0 0.01830840782545631 0 0 0 0 0.02173398298181078 0 0 0 0 0.016655362146742833 0 0 0 0 0.013491337063639964 0 0 0 0 0 0.010487366493389258 0 0 0 0 0.013885495765108417 0 0 0 0 0.022431225448926107 0 0 0 0 0.01709648843080967 0 0 0 0 
493 0.019398681219661332 0 0 0 0 0.010995607523684519 0 0 0 0 0.016164054481870773 0 0 0 0 0.01879315361116644 0 0 0 0 0.012613577795637956 0 0 0 0 0 0.008598847063706698 0 0 0 0 0.009614109328818574 0 0 0 0 0.009620230688733078 0 0 0 0 0.007842742324725519 0 0 0 0 0.015032325929890391 0 0 0 0 0.013161811851663619 0 0 0 0 0.01769111001000595 0 0 0 0 0.018802658332624397 0 0 0 0 0 0.014253293343068811 0 0 0 0 0.010469291858500342 0 0 0 0 0.014300787158461632 0 0 0 0 0.012743164974075781 0 0 0 0 0.011435470399184867 0 0 0 0 0.015713119821494002 0 0 0 0 0.008986451841468525 0 0 0 0 0.010759429589936283 0 0 0 0 0 0.007010050344355843 0 0 0 0 0.012127463755149554 0 0 0 0 0.021722796751121636 0 0 0 0 0.013961822474611182 0 0 0 0 
494 0.018325950804460263 0 0 0 0 0.011545998555819594 0 0 0 0 0.013380149446567458 0 0 0 0 0.016946120902335295 0 0 0 0 0.012410375942112412 0 0 0 0 0 0.013149918062459255 0 0 0 0 0.011882710178859938 0 0 0 0 0.00969999409216199 0 0 0 0 0.01329271557300618 0 0 0 0 0.013924053275984666 0 0 0 0 0.01250285221090241 0 0 0 0 0.016005119210206833 0 0 0 0 0.017140187864367273 0 0 0 0 0 0.014742830222363603 0 0 0 0 0.012270409378769456 0 0 0 0 0.01667897639103468 0 0 0 0 0.011331056686658444 0 0 0 0 0.013291250854206424 0 0 0 0 0.016384239788462353 0 0 0 0 0.008088576199822495 0 0 0 0 0.008941094458442 0 0 0 0 0 0.008030298513619288 0 0 0 0 0.014262227845897629 0 0 0 0 0.02122144127301691 0 0 0 0 0.01345162533286733 0 0 0 0 
495 0.013108324207723994 0 0 0 0 0.011722779429289686 0 0 0 0 0.013491082458595524 0 0 0 0 0.014900987640645067 0 0 0 0 0.011475684989386715 0 0 0 0 0 0.012302354226077363 0 0 0 0 0.01180831550085859 0 0 0 0 0.006509762824315744 0 0 0 0 0.011125315946493533 0 0 0 0 0.014282927476833445 0 0 0 0 0.01559889563880118 0 0 0 0 0.014536288011637293 0 0 0 0 0.019500483556589215 0 0 0 0 0 0.016959255958287338 0 0 0 0 0.011798519832706255 0 0 0 0 0.013896396702661842 0 0 0 0 0.011755714292307408 0 0 0 0 0.012841063161541844 0 0 0 0 0.018242236006247723 0 0 0 0 0.00942002800619841 0 0 0 0 0.012450844372433365 0 0 0 0 0 0.008795161623920446 0 0 0 0 0.015934325896073354 0 0 0 0 0.02108640346217145 0 0 0 0 0.010838085216126425 0 0 0 0 
496 0.00972688272610008 0 0 0 0 0.013384420961297838 0 0 0 0 0.00981714568879918 0 0 0 0 0.01588726226332841 0 0 0 0 0.011260408864518089 0 0 0 0 0 0.01105622797138519 0 0 0 0 0.009650379744649041 0 0 0 0 0.008044868175990746 0 0 0 0 0.015899636720512283 0 0 0 0 0.01339010564178434 0 0 0 0 0.013495681396893569 0 0 0 0 0.010166082671846762 0 0 0 0 0.01682329422298496 0 0 0 0 0 0.014328547433212836 0 0 0 0 0.013160743506542501 0 0 0 0 0.009553357091698854 0 0 0 0 0.007978683711180315 0 0 0 0 0.00963475491248889 0 0 0 0 0.017159172286629824 0 0 0 0 0.010949446183365281 0 0 0 0 0.013216229816108382 0 0 0 0 0 0.009928667983063855 0 0 0 0 0.013131840702358318 0 0 0 0 0.02124105436326671 0 0 0 0 0.011705741109155503 0 0 0 0 
497 0.03121135889624422 0 0 0 0 0.010779589193071773 0 0 0 0 0.018128563682638953 0 0 0 0 0.02340968400075363 0 0 0 0 0.015354360340137306 0 0 0 0 0 0.00859129142576174 0 0 0 0 0.014881814083968586 0 0 0 0 0.01653752339072804 0 0 0 0 0.013077233590124849 0 0 0 0 0.01959362712139622 0 0 0 0 0.009734867886864 0 0 0 0 0.02123379500509725 0 0 0 0 0.017042522457966197 0 0 0 0 0 0.01595589046511408 0 0 0 0 0.01118267169786523 0 0 0 0 0.01437310969985269 0 0 0 0 0.011150633639530514 0 0 0 0 0.017883879981356734 0 0 0 0 0.02078726737876253 0 0 0 0 0.016437039259598447 0 0 0 0 0.014542964349931103 0 0 0 0 0 0.015135822127321502 0 0 0 0 0.012343104048282198 0 0 0 0 0.023537191319793736 0 0 0 0 0.0182988154241968 0 0 0 0 
498 0.030995578298795286 0 0 0 0 0.011052365103602756 0 0 0 0 0.017375874891438683 0 0 0 0 0.023326011638336173 0 0 0 0 0.013393564197878422 0 0 0 0 0 0.008901487505931366 0 0 0 0 0.015733405753741176 0 0 0 0 0.01722792457574744 0 0 0 0 0.012726016507157007 0 0 0 0 0.019979164720828026 0 0 0 0 0.008544203237071666 0 0 0 0 0.02157719234849944 0 0 0 0 0.017489342788466575 0 0 0 0 0 0.016134035231853017 0 0 0 0 0.01236749439821604 0 0 0 0 0.013468003978941066 0 0 0 0 0.011521252644814071 0 0 0 0 0.018332121242527314 0 0 0 0 0.0202653055651957 0 0 0 0 0.015803289552715854 0 0 0 0 0.014614336132247878 0 0 0 0 0 0.01432580235558298 0 0 0 0 0.013053185256760209 0 0 0 0 0.022599488042423743 0 0 0 0 0.018317540930786597 0 0 0 0 
499 0.02597759118216123 0 0 0 0 0.011168453592324951 0 0 0 0 0.015720914390180914 0 0 0 0 0.02112512803080507 0 0 0 0 0.013891835817152845 0 0 0 0 0 0.008473815695715219 0 0 0 0 0.014773398531724073 0 0 0 0 0.015556919459557035 0 0 0 0 0.012310890130819992 0 0 0 0 0.01822316715813029 0 0 0 0 0.007931381432988775 0 0 0 0 0.018491381029575184 0 0 0 0 0.015887478696069983 0 0 0 0 0 0.015389574928233543 0 0 0 0 0.010659212902070392 0 0 0 0 0.01374416617998783 0 0 0 0 0.00945326844591977 0 0 0 0 0.01746520360646017 0 0 0 0 0.019297816744417558 0 0 0 0 0.015299295910727068 0 0 0 0 0.014559608478808989 0 0 0 0 0 0.014425296055169557 0 0 0 0 0.011036653018223536 0 0 0 0 0.02327955649174104 0 0 0 0 0.017149906610969715 0 0 0 0 
